类别,所属域,太阁原词,例句,我们侧名,值类型,语义,参数,备注,频率
命令,—,暫存所有變量,暫存所有變量:,🔴 Variable 暂存,—,变量暂存,—,🔴 Variable 暂存（降级）,2
命令,—,會議設定,會議設定:,🔴 17 评定,—,评定/会议,—,🔴 17 评定（council_start）,3
命令,—,會議開始,會議開始:,🔴 17 评定,—,评定/会议,—,🔴 17 评定（council_start）,1
命令,—,武將死亡,武將死亡:(前田利家),kill_hero,—,杀角色,actor,06,791
命令,—,海賊軍團編成,"海賊軍團編成:(事件用２軍團,砦Ｂ,據點移動,嚴島之町,主人公軍團,三島砦,村上武吉,無效,無效,無效,無效,1000,…",🔴 海战扩展,—,海战（扩展）,—,🔴 海战扩展,3
命令,—,海賊軍團編成最強,"海賊軍團編成最強:(主人公軍團,砦Ａ,據點移動,砦Ａ,無效,砦Ａ,主人公,無效,無效,無效,無效,1000,8000,2…",🔴 海战扩展,—,海战（扩展）,—,🔴 海战扩展,37
命令,—,物品改名,物品改名:(),rename,—,改名,"actor, name",06,3
命令,—,獨立,"獨立:(別所長治,城Ｃ,只有陪臣)",independence,—,独立,clan,06,122
命令,—,畫面效果,畫面效果:(暗出),fx,—,画面效果,—,05 fx 指令,37
命令,—,立場變更,"立場變更:(齋藤利三,陪臣,明智光秀)",🔴 06 身份变更,—,立场变更,—,🔴 06 身份变更,39
命令,—,背景恢復,背景恢復:(褪去),05 场景切换,—,场景切换,—,05 场景切换（还原）,143
命令,—,背景變更,"背景變更:(場面,商家,無效果)",05 场景切换,—,场景切换,—,05 场景切换,238
命令,—,自語,自語:[[信雄想必對我的飛躍相當不滿……\n他和德川聯手的話將會很難對付。]],05 narrator/自语行,—,自语/旁白,—,05 narrator/自语行,2843
命令,—,自語選擇,自語選擇:[[（現在的話，\n　(出雲阿國.名)也許會答應也說不定……\n　該求婚嗎！？）]],05 choice 节点,—,玩家选择,—,05 choice 节点,9
命令,—,解除主命,解除主命:(豐臣秀吉),🔴 13 主命解除,—,解除主命,—,🔴 13 主命解除（QuestDef）,52
命令,—,變名對話,"變名對話:(豐臣秀吉,豐臣秀吉,[[木下]],[[藤吉郎]])[[是……！！]]",05 变名节点,—,变名对白,—,05 变名节点（动作表现+台词）,1824
命令,—,軍團指令,"軍團指令:(主人公軍團,軍團攻擊,事件用１軍團,無效)",lock_party/army_gather,—,军团锁定/集结,"leader, target, behavior",02 PartyBrain,831
命令,—,軍團編成,"軍團編成:(事件用１軍團,城Ａ,軍團攻擊,主人公軍團,無效,京之町,織田信長,人物Ｃ,無效,無效,無效,2000,100…",02 PartyBrain,—,军团指令,"leader, target, behavior",02 PartyBrain,58
命令,—,軍團編成最強,"軍團編成最強:(主人公軍團,城Ｃ,據點移動,城Ｂ,無效,城Ｂ,主人公,無效,無效,無效,無效,1000,10000,40…",02 PartyBrain,—,军团指令,"leader, target, behavior",02 PartyBrain,539
命令,—,迷你遊戲,"迷你遊戲:(閃躲飛矢,町民男,初學)",🔴 降级,—,小游戏（降级）,—,🔴 降级（骑砍2 无对应小游戏）,45
命令,—,進入設施,進入設施:(御所),scene_enter,—,进入设施,sceneId,05,470
命令,—,選擇,選擇:[[請教他]][[拒絕]],05 choice 节点,—,玩家选择,—,05 choice 节点,588
命令,—,選擇項設定,選擇項設定:,05 choice 选项,—,选项设定,—,05 choice 选项,1
命令,—,關閉消息,關閉消息:,05 消息控制,—,消息控制,—,05 消息控制,1658
命令,—,離開設施,離開設施:,scene_exit,—,离开设施,—,scene_exit 动作（05 场景退出）,651
命令,—,ＢＧＭ變更,ＢＧＭ變更:(事件危機),bgm,—,BGM,—,05 bgm 指令（异步）,2755
命令,—,ＳＥ停止,ＳＥ停止:(賭場特別②),se,—,音效,—,05 se 指令,41
命令,—,ＳＥ循環,ＳＥ循環:(賭場特別②),se,—,音效循环,—,05 se 指令（循环）,36
命令,—,ＳＥ開始,ＳＥ開始:(忍者報告),se,—,ＳＥ開始,—,05 se 指令（异步）,1116
语法,—,主人公分歧,主人公分歧:(織田信長){//size=20(14),script 分支,—,按主人公分派,—,script 分支（主人公分派，01/05）,1203
语法,—,主人公別,主人公別:{//size=900(384),script 分支,—,主人公別,—,script 分支（玩家身份门控 when）,450
语法,—,事件,事件:事件EC500000_699{,事件 JSON id,—,事件 ID,—,事件 JSON id（头字段）,2594
语法,—,執行,執行:{//size=612(264),事件 JSON script,—,执行脚本,—,事件 JSON script（头字段）,2594
语法,—,場合分歧,場合分歧:(身份::大名){//size=1764(6e4),script 分支,—,条件分支,—,script 分支（if 步骤，01 骨架）,1690
语法,—,場合別,場合別:(人物::主人公.身份){//size=3028(bd4),script 分支,—,場合別,—,script 分支（when 门控）,422
语法,—,對話可否選擇,"對話可否選擇:(今井宗久,主人公)[[嗯？\n你還沒有湊到軍費20000貫嗎？\n難道，你打算放棄主命嗎？]]",05 choice 门控,—,选择门控,—,05 choice 门控,1
语法,—,屬性,屬性:一次,事件 JSON trigger/once/priority,—,事件头字段,—,事件 JSON trigger/once/priority（头字段，2026-08-26 数据化）,2594
语法,—,循環,循環:{//size=28(1c),🔴 流程控制,—,流程控制,—,🔴 流程控制（首版线性展开）,2328
语法,—,旁白可否選擇,旁白可否選擇:[[要繼續進行遊戲嗎？]],05 choice 门控,—,旁白选择,—,05 choice 门控（narrator）,5
语法,—,更新,更新:(人物::出雲阿國.所屬據點)(町::松江),动作/ctx_set,—,状态写入（事件完成/旗标/数值/归属/状态）,(目标)(值)——双括号：更新:(人物::X.所屬據點)(町::松江)；🔴 两侧值类型必须一致（同型约束）,Phase 1,15117
语法,—,模塊開始,模塊開始:{//size=692(2b4),🔴 流程控制,—,流程控制,—,🔴 流程控制（首版线性展开）,3
语法,—,發生契機,發生契機:據點畫面表示後(主人公據點),事件 JSON trigger 字段,—,触发时机,—,事件 JSON trigger 字段（头字段）,2594
语法,—,發生條件,發生條件:{//size=120(78),事件 JSON condition 字段,—,发生条件,—,事件 JSON condition 字段（头字段）,2594
语法,—,脫出模塊,脫出模塊:(5156864),🔴 流程控制,—,流程控制,—,🔴 流程控制（事件内循环，首版线性展开）,2448
语法,—,腳本,腳本:{,🔴 流程控制,—,事件内调用,—,🔴 流程控制（事件内调用）,169
语法,—,調查,調查:(人物::前田利家.事件参加可能),condition 表达式,—,条件判断,—,condition 表达式（when→condition）,42681
语法,—,遊戲中斷,遊戲中斷:(偽),🔴 剧本结局,—,剧本结局,—,🔴 剧本结局（06/14）,227
语法,—,ＡＮＤ調查,ＡＮＤ調查:{//size=32(20),condition and(…),—,且条件,—,condition and(…),2214
语法,—,ＯＲ調查,ＯＲ調查:{//size=52(34),condition or(…),—,或条件,—,condition or(…),1998
函数,人物,卡持有,更新:(人物::豐臣秀吉.卡持有(卡::千成瓢箪))(真偽::真),hasCard,布尔,是否持有技能卡,"hero, card",注册表加行（函数引擎）,—
函数,勢力 / 商家 / 大名家 / 忍者衆 / 海賊衆,外交同盟,調查:(商家::商家Ａ.外交同盟(勢力::大名家Ａ))!=(2),isAllied,数字,a 与 b 同盟（数值：!=0 即同盟）,"a, b",注册表加行（函数引擎）,—
函数,勢力 / 商家 / 大名家 / 忍者衆 / 海賊衆,外交感情,代入ｄ:(大名家::大名家Ｃ.外交感情(勢力::大名家Ａ))+(10),relation,数字,势力间外交关系数值,"a, b",注册表加行（函数引擎）,—
函数,國,全城壓制,調查:(國::甲斐.全城壓制(大名家::大名家Ａ)),allControlled,布尔,区域全部据点由 clan 控制,"region, clan",注册表加行（函数引擎）,—
函数,城,攻擊可能,調查:(城::城Ａ.攻擊可能(城::城Ｄ)),canAttack,布尔,角色能否攻击该据点,"settlement, hero",注册表加行（函数引擎）,—
函数,城,移動可能,調查:(城::城Ａ.移動可能(城::城Ｄ)),canMove,布尔,角色能否前往该据点,"settlement, hero",注册表加行（函数引擎）,—
函数,大名家,鄰接大名家,調查:(大名家::大名家Ａ.鄰接大名家(勢力::大名家Ｂ))==(真偽::真),isNeighbor,布尔,a 与 b 相邻,"a, b",注册表加行（函数引擎）,—
